keyid,village,intervention,date0,resurvey0,respondent0,homegarden0,va_exposed0,vaknowledgecountgen0,va_sourcegen0,ofsp_known0,ofspknowledgecountgen0,grew_ofsp0,ofsp_future0,goodrf_optionscountgen0,boughtofsp0,freeofsp0,planbuy0,gender0,widow0,education0,electricity0,house0,totalgoods0,sec0,evergrew0,ofspfreqad0,ofspfreqch0,date1,resurvey1,respondent1,ageofhh1,ageofspouse1,homegarden1,toilet1,vas1,va_exposed1,vaknowledgecountgen1,va_sourcegen1,ofsp_known1,ofspknowledgecountgen1,grew_ofsp1,ofsp_future1,price1,amount1,freechoice1,duration1,adult_ate1,child_ate1,adult_greens1,child_greens1,age_for_food1,goodrf_optionscountgen1,boughtofsp1,freeofsp1,planbuy1,nutreventcount1,ageventcount1,evergrew1,adultofspdiet1,childofspdiet1,ofspfreqad1,ofspfreqch1
110221,Belauhan,Ag + Nutrition,08jan2018,1,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,1 Full,Semi-pucca,4,C2,0,,,16aug2018,0,Spouse of Head,55,50,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",4,0 No,1 Yes,30,2,,1 A few days only,1 Nearly every day,6 No children in this household,5 Did not eat,,6,2,1,0,0,0,1,0,3.75,,2,
110222,Belauhan,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
110223,Nirnam,Ag + Nutrition,21dec2017,0,Head of Household,0 No,"3 Yes, has heard about vitamin A",2,3,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,5 High School,1 Full,Pucca,8,A2,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,1,0,0,,,0,0
110224,Belauhan,Ag + Nutrition,08jan2018,1,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",0,0 No,0 No,0,,,,1 Female,0,5 High School,1 Full,Pucca,6,A3,0,,,05sep2018,1,Spouse of Head,30,25,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",0,0 No,2 Undecided,20,2,,1 A few days only,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,6,1,1,0,0,0,0,0,1.5,1.5,1,1
110225,Belauhan,Ag + Nutrition,08jan2018,1,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",0,1 Yes,1 Yes,1,,,,1 Female,0,2 No Formal Education,1 Full,Pucca,1,E1,1,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,1,4,1,,,0,0
110226,Nirnam,Ag + Nutrition,21dec2017,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,1 Yes,,1,,,,0 Male,0,1 Illiterate,3 None,Pucca,1,E1,1,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,2,1,,,0,0
110300,Belauhan,Ag + Nutrition,,,,,,0,0,,0,1 Yes,,0,,,,,,,,,,,1,,,18aug2018,0,Head of Household,68,63,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",1,1 Yes,1 Yes,,,,,6 No children in this household,6 No children in this household,5 Did not eat,,12,1,0,0,0,,,1,,,0,0
210001,Mohammudpur,Control,15jan2018,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,1,1 Illiterate,1 Full,Semi-pucca,4,C2,0,,,05aug2018,0,Other,,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"3 Yes, heard about it only",1,0 No,2 Undecided,,,,,,,5 Did not eat,5 Did not eat,6,1,0,0,1,,,0,,,0,0
212002,Mohammudpur,Control,15jan2018,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,2 Partial,Pucca,2,D2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212003,Mohammudpur,Control,15jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Semi-pucca,4,C2,0,,,05aug2018,0,Other,,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,0,0,0,0,,,0,,,0,0
212004,Mohammudpur,Control,15jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Semi-pucca,4,C2,0,,,05aug2018,0,Other,,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",1,2,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,7,1,0,0,0,,,0,,,0,0
212005,Mohammudpur,Control,15jan2018,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,3 4th Standard,1 Full,Hut,3,C2,0,,,05aug2018,0,Spouse of Head,,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,7,2,0,0,0,,,0,,,0,0
212006,Mohammudpur,Control,15jan2018,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Hut,3,D1,0,,,05aug2018,0,Other,,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,7,0,0,0,0,,,0,,,0,0
212007,Mohammudpur,Control,15jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,3 4th Standard,1 Full,Pucca,2,D2,0,,,05aug2018,0,Other,,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,8,1,0,0,0,,,0,,,0,0
212009,Mohammudpur,Control,15jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,6,C1,0,,,05aug2018,0,Other,,,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,8,0,0,0,0,,,0,,,0,0
212010,Mohammudpur,Control,15jan2018,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,5 High School,1 Full,Pucca,2,D1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212011,Mohammudpur,Control,15jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,4,C2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212012,Mohammudpur,Control,15jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,3 4th Standard,1 Full,Pucca,6,B1,0,,,05aug2018,0,Spouse of Head,,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,8,0,0,0,0,,,0,,,0,0
212013,Mohammudpur,Control,15jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,1 Full,Pucca,5,C1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212014,Mohammudpur,Control,15jan2018,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,5 High School,1 Full,Pucca,6,A3,0,,,05aug2018,0,Spouse of Head,,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,0,0,0,0,,,0,,,0,0
212015,Mohammudpur,Control,15jan2018,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,1 Illiterate,1 Full,Pucca,2,D2,0,,,05aug2018,0,Other,,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,0,0,0,0,,,0,,,0,0
212016,Mohammudpur,Control,15jan2018,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,1 Illiterate,1 Full,Pucca,1,E1,0,,,05aug2018,0,Spouse of Head,,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,7,0,0,0,0,,,0,,,0,0
212017,Mohammudpur,Control,16jan2018,1,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,2 No Formal Education,1 Full,Pucca,2,D2,0,,,05aug2018,0,Spouse of Head,,,1 Yes,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,0,0,0,0,,,0,,,0,0
212018,Mohammudpur,Control,15jan2018,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,1 Full,Pucca,2,D2,0,,,05aug2018,0,Spouse of Head,,,1 Yes,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,7,1,0,0,0,,,0,,,0,0
212019,Mohammudpur,Control,15jan2018,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,1 Illiterate,1 Full,Semi-pucca,1,E1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212020,Mohammudpur,Control,15jan2018,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,4 9th Standard,1 Full,Kutcha,5,B2,0,,,05aug2018,0,Spouse of Head,,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,1,0,0,0,,,0,,,0,0
212021,Mohammudpur,Control,15jan2018,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,1 Illiterate,1 Full,Pucca,7,B2,0,,,05aug2018,0,Spouse of Head,,,1 Yes,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,7,0,0,0,0,,,0,,,0,0
212022,Mohammudpur,Control,15jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,3,D1,0,,,05aug2018,0,Other,,,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,0,0,0,0,,,0,,,0,0
212023,Mohammudpur,Control,15jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Semi-pucca,7,B2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212024,Mohammudpur,Control,15jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,7,B2,0,,,05aug2018,0,Spouse of Head,,,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,12,0,0,0,0,,,0,,,0,0
212025,Mohammudpur,Control,15jan2018,0,Head of Household,1 Yes,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,1,3 4th Standard,1 Full,Pucca,8,A3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212026,Mohammudpur,Control,15jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,2 No Formal Education,1 Full,Semi-pucca,3,C2,0,,,05aug2018,0,Spouse of Head,,,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,0,0,0,0,,,0,,,0,0
212027,Mohammudpur,Control,,,,,,,,,,,,,,,,,,,,,,,,,,05aug2018,0,Other,,,1 Yes,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,1,0,0,0,,,0,,,0,0
212029,Mohammudpur,Control,15jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,3 4th Standard,2 Partial,Pucca,1,E1,0,,,05aug2018,0,Other,,,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,0,0,0,0,,,0,,,0,0
212030,Mohammudpur,Control,15jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,2 No Formal Education,1 Full,Pucca,3,C2,0,,,05aug2018,0,Spouse of Head,,,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,0,0,0,0,,,0,,,0,0
212031,Mohammudpur,Control,15jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,6 Diploma,3 None,Pucca,3,C1,0,,,05aug2018,0,Spouse of Head,,,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,0,0,0,0,,,0,,,0,0
212032,Mohammudpur,Control,16jan2018,1,Head of Household,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,1,2 No Formal Education,1 Full,Hut,1,E1,0,,,05aug2018,0,Other,,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,8,0,0,0,0,,,0,,,0,0
212033,Mohammudpur,Control,16jan2018,1,Head of Household,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,1 Illiterate,1 Full,Semi-pucca,4,C2,0,,,05aug2018,0,Spouse of Head,,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,12,0,0,0,0,,,0,,,0,0
212034,Mohammudpur,Control,15jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,2 No Formal Education,1 Full,Semi-pucca,5,B2,0,,,05aug2018,0,Spouse of Head,,,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,8,0,0,0,0,,,0,,,0,0
212035,Mohammudpur,Control,15jan2018,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,4 9th Standard,2 Partial,Semi-pucca,5,B2,0,,,05aug2018,0,Spouse of Head,,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,12,1,0,0,0,,,0,,,0,0
212036,Mohammudpur,Control,16jan2018,1,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,2 No Formal Education,2 Partial,Semi-pucca,6,B1,0,,,05aug2018,0,Spouse of Head,,,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,12,1,0,0,0,,,0,,,0,0
212037,Mohammudpur,Control,15jan2018,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,1,1 Illiterate,1 Full,Pucca,7,C1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212038,Mohammudpur,Control,15jan2018,0,,,,0,0,,0,0 No,,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212038,Mohammudpur,Control,,,,,,,,,,,,,,,,,,,,,,,,,,05aug2018,0,Spouse of Head,,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",0,0 No,2 Undecided,,,,,,,5 Did not eat,5 Did not eat,7,1,0,0,0,,,0,,,0,0
212040,Mohammudpur,Control,15jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,7,B2,0,,,05aug2018,0,Spouse of Head,,,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,12,0,0,0,0,,,0,,,0,0
212041,Mohammudpur,Control,15jan2018,0,Head of Household,1 Yes,"3 Yes, has heard about vitamin A",1,2,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,4 9th Standard,1 Full,Pucca,6,B1,0,,,05aug2018,0,Spouse of Head,,,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,12,0,0,0,0,,,0,,,0,0
212042,Mohammudpur,Control,15jan2018,0,,,,0,0,,0,0 No,,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212042,Mohammudpur,Control,,,,,,,,,,,,,,,,,,,,,,,,,,05aug2018,0,Spouse of Head,,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,10,1,0,0,0,,,0,,,0,0
212043,Mohammudpur,Control,15jan2018,0,Head of Household,0 No,"3 Yes, has heard about vitamin A",2,1,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,4 9th Standard,1 Full,Pucca,8,A3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212044,Mohammudpur,Control,15jan2018,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",0,0 No,0 No,1,,,,0 Male,0,1 Illiterate,1 Full,Pucca,5,C1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214001,Tariya,Control,12jan2018,0,Spouse of Head,0 No,"3 Yes, has heard about vitamin A",2,2,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,5 High School,1 Full,Semi-pucca,7,A3,0,,,08aug2018,1,Head of Household,45,43,0 No,1 The toilet is working and is used,1 Has heard of VA supplements and child has received,"3 Yes, has heard about vitamin A",2,2,"3 Yes, heard about it only",0,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,1,0,0,1,,,0,,,0,0
214002,Tariya,Control,12jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,2 Partial,Pucca,2,D2,0,,,07aug2018,0,Spouse of Head,50,46,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,12,1,0,0,0,,,0,,,0,0
214003,Tariya,Control,,,,,,,,,,,,,,,,,,,,,,,,,,07aug2018,0,Spouse of Head,45,39,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,7,0,0,0,0,,,0,,,0,0
214004,Tariya,Control,12jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,3,D1,0,,,08aug2018,1,Spouse of Head,30,25,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,0,0,0,0,,,0,,,0,0
214005,Tariya,Control,12jan2018,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,3 4th Standard,1 Full,Pucca,3,C2,0,,,07aug2018,0,Spouse of Head,21,24,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,7,1,0,0,0,,,0,,,0,0
214006,Tariya,Control,12jan2018,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,3 4th Standard,1 Full,Hut,3,C2,0,,,07aug2018,0,Spouse of Head,26,24,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,1,0,0,0,,,0,,,0,0
214007,Tariya,Control,12jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,1 Full,Pucca,3,D1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214008,Tariya,Control,12jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,3 4th Standard,2 Partial,Pucca,5,B2,0,,,07aug2018,0,Spouse of Head,30,27,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,12,0,0,0,0,,,0,,,0,0
214009,Tariya,Control,12jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,3 4th Standard,1 Full,Pucca,9,A3,0,,,07aug2018,0,Head of Household,72,68,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,0,0,0,0,,,0,,,0,0
214011,Tariya,Control,12jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,3 None,Semi-pucca,1,E1,0,,,07aug2018,0,Head of Household,75,70,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,12,1,0,0,0,,,0,,,0,0
214012,Tariya,Control,12jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,1,E1,0,,,07aug2018,0,Head of Household,70,65,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,12,0,0,0,0,,,0,,,0,0
214013,Tariya,Control,12jan2018,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,1,E1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214014,Tariya,Control,12jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,1 Full,Kutcha,1,E1,0,,,07aug2018,0,Spouse of Head,40,35,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",0,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,7,1,0,0,0,,,0,,,0,0
214016,Tariya,Control,12jan2018,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,1 Illiterate,3 None,Kutcha,2,D2,0,,,07aug2018,0,Spouse of Head,53,50,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,12,0,0,0,0,,,0,,,0,0
214017,Tariya,Control,12jan2018,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,1 Full,Pucca,4,C2,0,,,08aug2018,1,Head of Household,62,55,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,0,0,0,0,,,0,,,0,0
